Register_0x64,Register_0x65,Register_0x66,Register_0x67,Register_0x68,Register_0x69,Register_0x70,Register_0x71
9368,3357,949,328,9450,3418,18737,6714
9368,3357,949,328,9450,3418,18737,6714
9368,3357,1366,4019,9561,3538,18991,6958
9495,3479,1366,4019,9561,3538,18991,6958
9495,3479,1366,4019,9561,3538,18991,6958
9495,3479,1366,4019,9561,3501,19159,7008
9579,3504,1313,2739,9584,3501,19159,7008
9579,3504,1313,2739,9584,3501,19159,7008
9579,3504,1313,2739,9584,3501,19134,6990
9567,3495,1175,1922,9689,3593,19134,6990
9567,3495,1175,1922,9689,3593,19134,6990
9567,3495,1175,1922,9689,3593,19134,6990
9752,3651,1710,5200,9699,3592,19504,7302
9752,3651,1710,5200,9699,3592,19504,7302
9752,3651,1710,5200,9699,3592,19504,7302
9752,3434,1006,846,9640,3499,19109,6869
9554,3434,1006,846,9640,3499,19109,6869
9554,3434,1006,846,9640,3499,19109,6869
9554,3434,1006,0,9738,3579,19175,6879
9587,3439,1001,0,9738,3579,19175,6879
9587,3439,1001,0,9738,3579,19175,6879
9587,3439,1001,0,9738,3579,19571,7166
9785,3583,1405,2242,9698,3503,19571,7166
9785,3583,1405,2242,9698,3503,19571,7166
9785,3583,1405,2242,9698,3503,19571,7062
9717,3531,1247,1962,9857,3648,19434,7062
9717,3531,1247,1962,9857,3648,19434,7062
9717,3531,1247,1962,9857,3648,19434,7062
9653,3451,1014,3001,9894,3657,19306,6903
9653,3451,1014,3001,9894,3657,19306,6903
9653,3451,1014,3001,9894,3657,19306,6903
9653,3451,1071,1558,9678,3471,19389,6967
9694,3483,1071,1558,9678,3471,19389,6967
9694,3483,1071,1558,9678,3471,19389,6967
9694,3483,1071,1558,9678,3616,19640,7151
9820,3575,1266,4255,9880,3616,19640,7151
9820,3575,1266,4255,9880,3616,19640,7151
9820,3575,1266,4255,9880,3616,19807,7296
9903,3648,1431,3129,10087,3798,19807,7296
9903,3648,1431,3129,10087,3798,19807,7296
9903,3648,1431,3129,10087,3798,19807,7296
9816,3572,1291,1246,9929,3655,19632,7145
9816,3572,1291,1246,9929,3655,19632,7145
9816,3572,1291,1246,9929,3655,19632,7145
9816,3561,1211,1262,9891,3602,19681,7123
9840,3561,1211,1262,9891,3602,19681,7123
9840,3561,1211,1262,9891,3602,19681,7123
9840,3561,1211,1338,9909,3625,19495,6992
9747,3496,1049,1338,9909,3625,19495,6992
9747,3496,1049,1338,9909,3625,19495,6992
9747,3496,1049,1338,9909,3625,19752,7142
9876,3571,1265,3990,10006,3691,19752,7142
9876,3571,1265,3990,10006,3691,19752,7142
9876,3571,1265,3990,10006,3691,19752,7476
10052,3738,1632,5847,9981,3665,20104,7476
10052,3738,1632,5847,9981,3665,20104,7476
10052,3738,1632,5847,9981,3665,20104,7476
9877,3574,1179,2420,10006,3678,19755,7149
9877,3574,1179,2420,10006,3678,19755,7149
9877,3574,1179,2420,10006,3678,19755,7149
9877,3574,1407,3564,9973,3637,19984,7340
9992,3670,1407,3564,9973,3637,19984,7340
9992,3670,1407,3564,9973,3637,19984,7340
9992,3670,1407,3564,9973,3738,20144,7461
10072,3730,1528,3106,10088,3738,20144,7461
10072,3730,1528,3106,10088,3738,20144,7461
10072,3730,1528,3106,10088,3738,20101,7375
10050,3687,1431,2498,10089,3716,20101,7375
10050,3687,1431,2498,10089,3716,20101,7375
10050,3687,1431,2498,10089,3716,20101,7375
9972,3639,1261,3297,9981,3616,19945,7279
9972,3639,1261,3297,9981,3616,19945,7279
9972,3639,1261,3297,9981,3616,19945,7279
9972,3794,1799,7810,10098,3723,20368,7588
10184,3794,1799,7810,10098,3723,20368,7588
10184,3794,1799,7810,10098,3723,20368,7588
10184,3794,1799,2790,10225,3851,19941,7231
9970,3615,1198,2790,10225,3851,19941,7231
9970,3615,1198,2790,10225,3851,19941,7231
9970,3615,1198,2790,10225,3851,20333,7540
10166,3770,1585,2064,9979,3595,20333,7540
10166,3770,1585,2064,9979,3595,20333,7540
10166,3770,1585,2064,9979,3595,20333,7747
10283,3873,1940,9390,10074,3674,20566,7747
10283,3873,1940,9390,10074,3674,20566,7747
10283,3873,1940,9390,10074,3674,20566,7747
10053,3683,1268,1698,10121,3715,20106,7366
10053,3683,1268,1698,10121,3715,20106,7366
10053,3683,1268,1698,10121,3715,20106,7366
10053,3683,1159,674,10218,3790,20075,7263
10037,3631,1159,674,10218,3790,20075,7263
10037,3631,1159,674,10218,3790,20075,7263
10037,3631,1159,674,10218,3673,19960,7196
9980,3598,1160,1916,10068,3673,19960,7196
9980,3598,1160,1916,10068,3673,19960,7196
9980,3598,1160,1916,10068,3673,19987,7166
9993,3583,1235,2659,10142,3708,19987,7166
9993,3583,1235,2659,10142,3708,19987,7166
9993,3583,1235,2659,10142,3708,19987,7166
10214,3784,1608,6253,10049,3624,20429,7568
10214,3784,1608,6253,10049,3624,20429,7568
10214,3784,1608,6253,10049,3624,20429,7568
10214,3568,958,498,10091,3667,19941,7137
9970,3568,958,498,10091,3667,19941,7137
9970,3568,958,498,10091,3667,19941,7137
9970,3568,958,5612,10180,3750,20447,7589
10223,3794,1697,5612,10180,3750,20447,7589
10223,3794,1697,5612,10180,3750,20447,7589
10223,3794,1697,5612,10180,3750,20186,7324
10093,3662,1174,1582,10127,3691,20186,7324
10093,3662,1174,1582,10127,3691,20186,7324
10093,3662,1174,1582,10127,3691,20186,7325
10097,3662,1187,1407,10214,3758,20195,7325
10097,3662,1187,1407,10214,3758,20195,7325
10097,3662,1187,1407,10214,3758,20195,7325
9995,3590,1007,986,10175,3736,19990,7181
9995,3590,1007,986,10175,3736,19990,7181
9995,3590,1007,986,10175,3736,19990,7181
9995,3590,854,1485,10111,3661,20087,7207
10043,3603,854,1485,10111,3661,20087,7207
10043,3603,854,1485,10111,3661,20087,7207
10043,3603,854,1485,10111,3711,20566,7682
10283,3841,1799,5907,10165,3711,20566,7682
10283,3841,1799,5907,10165,3711,20566,7682
10283,3841,1799,5907,10165,3711,20533,7596
10266,3798,1448,1025,10598,4104,20533,7596
10266,3798,1448,1025,10598,4104,20533,7596
10266,3798,1448,1025,10598,4104,20533,7596
10237,3772,1448,4099,10178,3713,20475,7544
10237,3772,1448,4099,10178,3713,20475,7544
10237,3772,1448,4099,10178,3713,20475,7544
10237,3709,1235,1243,10136,3683,20288,7418
10144,3709,1235,1243,10136,3683,20288,7418
10144,3709,1235,1243,10136,3683,20288,7418
10144,3709,1235,2718,10165,3726,20386,7490
10193,3745,1438,2718,10165,3726,20386,7490
10193,3745,1438,2718,10165,3726,20386,7490
10193,3745,1438,2718,10165,3726,19881,7171
9940,3585,1087,2629,10091,3719,19881,7171
9940,3585,1087,2629,10091,3719,19881,7171
9940,3585,1087,2629,10091,3719,19881,7239
9908,3619,1296,2863,9924,3629,19817,7239
9908,3619,1296,2863,9924,3629,19817,7239
9908,3619,1296,2863,9924,3629,19817,7239
9665,3503,1153,2023,9668,3487,19331,7006
9665,3503,1153,2023,9668,3487,19331,7006
9665,3503,1153,2023,9668,3487,19331,7006
9665,3503,1062,1313,9540,3468,19031,6865
9515,3432,1062,1313,9540,3468,19031,6865
9515,3432,1062,1313,9540,3468,19031,6865
9515,3432,1062,1313,9540,3413,18870,6844
9435,3422,1224,3042,9453,3413,18870,6844
9435,3422,1224,3042,9453,3413,18870,6844
9435,3422,1224,3042,9453,3413,18905,6875
9452,3437,1189,2438,9472,3447,18905,6875
9452,3437,1189,2438,9472,3447,18905,6875
9452,3437,1189,2438,9472,3447,18905,6875
9548,3505,1495,4658,9509,3484,19097,7010
9548,3505,1495,4658,9509,3484,19097,7010
9548,3505,1495,4658,9509,3484,19097,7010
9548,3346,1035,2356,9491,3485,18690,6692
9345,3346,1035,2356,9491,3485,18690,6692
9345,3346,1035,2356,9491,3485,18690,6692
9345,3346,1035,3718,9660,3594,18956,6906
9478,3453,1211,3718,9660,3594,18956,6906
9478,3453,1211,3718,9660,3594,18956,6906
9478,3453,1211,3718,9660,3594,18944,6940
9472,3470,1324,4300,9445,3415,18944,6940
9472,3470,1324,4300,9445,3415,18944,6940
9472,3470,1324,4300,9445,3415,18944,6899
9501,3449,1041,376,9570,3501,19003,6899
9501,3449,1041,376,9570,3501,19003,6899
9501,3449,1041,376,9570,3501,19003,6899
9490,3432,947,566,9589,3503,18981,6865
9490,3432,947,566,9589,3503,18981,6865
9490,3432,947,566,9589,3503,18981,6865
9490,3432,936,1058,9665,3574,18975,6827
9487,3413,936,1058,9665,3574,18975,6827
9487,3413,936,1058,9665,3574,18975,6827
9487,3413,936,1058,9665,3701,19459,7221
9729,3610,1550,3958,9837,3701,19459,7221
9729,3610,1550,3958,9837,3701,19459,7221
9729,3610,1550,3958,9837,3701,19633,7357
9816,3678,1652,4643,9674,3535,19633,7357
9816,3678,1652,4643,9674,3535,19633,7357
9816,3678,1652,4643,9674,3535,19633,7357
9897,3707,1678,4483,9866,3660,19794,7415
9897,3707,1678,4483,9866,3660,19794,7415
9897,3707,1678,4483,9866,3660,19794,7415
9897,3531,1226,2339,9826,3627,19429,7062
9714,3531,1226,2339,9826,3627,19429,7062
9714,3531,1226,2339,9826,3627,19429,7062
9714,3531,1226,1448,9955,3723,19660,7247
9830,3623,1309,1448,9955,3723,19660,7247
9830,3623,1309,1448,9955,3723,19660,7247
9830,3623,1309,1448,9955,3723,19633,7213
9816,3606,1341,2733,9822,3611,19633,7213
9816,3606,1341,2733,9822,3611,19633,7213
9816,3606,1341,2733,9822,3611,19633,7124
9794,3562,1097,310,9900,3649,19588,7124
9794,3562,1097,310,9900,3649,19588,7124
9794,3562,1097,310,9900,3649,19588,7124
9809,3559,1212,2908,9966,3690,19619,7118
9809,3559,1212,2908,9966,3690,19619,7118
9809,3559,1212,2908,9966,3690,19619,7118
9809,3559,1500,2984,9852,3584,19827,7309
9913,3654,1500,2984,9852,3584,19827,7309
9913,3654,1500,2984,9852,3584,19827,7309
9913,3654,1500,2984,9852,3698,19736,7193
9868,3596,1150,2689,10006,3698,19736,7193
9868,3596,1150,2689,10006,3698,19736,7193
9868,3596,1150,2689,10006,3698,20081,7529
10040,3764,1711,5922,9889,3601,20081,7529
10040,3764,1711,5922,9889,3601,20081,7529
10040,3764,1711,5922,9889,3601,20081,7529
10114,3791,1757,5192,9999,3683,20228,7583
10114,3791,1757,5192,9999,3683,20228,7583
10114,3791,1757,5192,9999,3683,20228,7583
10114,3689,1388,2433,9875,3563,19982,7378
9991,3689,1388,2433,9875,3563,19982,7378
9991,3689,1388,2433,9875,3563,19982,7378
9991,3689,1388,883,9973,3642,19715,7149
9857,3574,1057,883,9973,3642,19715,7149
9857,3574,1057,883,9973,3642,19715,7149
9857,3574,1057,883,9973,3574,20051,7402
10025,3701,1475,5891,9899,3574,20051,7402
10025,3701,1475,5891,9899,3574,20051,7402
10025,3701,1475,5891,9899,3574,20051,7207
9922,3603,1129,1370,10089,3744,19844,7207
9922,3603,1129,1370,10089,3744,19844,7207
9922,3603,1129,1370,10089,3744,19844,7207
10072,3698,1391,1969,10208,3811,20145,7397
10072,3698,1391,1969,10208,3811,20145,7397
10072,3698,1391,1969,10208,3811,20145,7397
10072,3698,1389,1492,10052,3676,20035,7308
10017,3654,1389,1492,10052,3676,20035,7308
10017,3654,1389,1492,10052,3676,20035,7308
10017,3654,1389,1492,10052,3622,19898,7178
9949,3589,1058,229,10005,3622,19898,7178
9949,3589,1058,229,10005,3622,19898,7178
9949,3589,1058,229,10005,3622,20250,7508
10125,3754,1594,4581,9955,3591,20250,7508
10125,3754,1594,4581,9955,3591,20250,7508
10125,3754,1594,4581,9955,3591,20250,7508
10064,3677,1360,3207,10142,3757,20129,7354
10064,3677,1360,3207,10142,3757,20129,7354
10064,3677,1360,3207,10142,3757,20129,7354
10064,3690,1359,4010,10144,3729,20160,7381
10080,3690,1359,4010,10144,3729,20160,7381
10080,3690,1359,4010,10144,3729,20160,7381
10080,3690,1359,0,10066,3672,19940,7200
9970,3600,1084,0,10066,3672,19940,7200
9970,3600,1084,0,10066,3672,19940,7200
9970,3600,1084,0,10066,3827,20364,7507
10182,3753,1580,4041,10268,3827,20364,7507
10182,3753,1580,4041,10268,3827,20364,7507
10182,3753,1580,4041,10268,3827,20364,7383
10082,3691,1321,2898,10058,3655,20165,7383
10082,3691,1321,2898,10058,3655,20165,7383
10082,3691,1321,2898,10058,3655,20165,7383
10114,3680,1178,2520,10163,3712,20228,7361
10114,3680,1178,2520,10163,3712,20228,7361
10114,3680,1178,2520,10163,3712,20228,7361
10114,3680,1303,2592,10178,3733,20255,7395
10127,3697,1303,2592,10178,3733,20255,7395
10127,3697,1303,2592,10178,3733,20255,7395
10127,3697,1303,2592,10178,3685,20278,7433
10139,3716,1420,4471,10128,3685,20278,7433
10139,3716,1420,4471,10128,3685,20278,7433
10139,3716,1420,4471,10128,3685,20384,7502
10192,3751,1430,6190,10182,3736,20384,7502
10192,3751,1430,6190,10182,3736,20384,7502
10192,3751,1430,6190,10182,3736,20384,7502
10132,3690,1148,710,10047,3623,20265,7381
10132,3690,1148,710,10047,3623,20265,7381
10132,3690,1148,710,10047,3623,20265,7381
10132,3759,1470,5242,10247,3768,20459,7519
10229,3759,1470,5242,10247,3768,20459,7519
10229,3759,1470,5242,10247,3768,20459,7519
10229,3759,1470,3392,10285,3821,20339,7438
10169,3719,1311,3392,10285,3821,20339,7438
10169,3719,1311,3392,10285,3821,20339,7438
10169,3719,1311,3392,10285,3824,20244,7322
10122,3661,1040,1295,10303,3824,20244,7322
10122,3661,1040,1295,10303,3824,20244,7322
10122,3661,1040,1295,10303,3824,20244,7487
10193,3743,1313,2214,10201,3750,20387,7487
10193,3743,1313,2214,10201,3750,20387,7487
10193,3743,1313,2214,10201,3750,20387,7487
10200,3727,1200,1866,10361,3871,20400,7455
10200,3727,1200,1866,10361,3871,20400,7455
10200,3727,1200,1866,10361,3871,20400,7455
10200,3727,1481,4554,10262,3775,20562,7602
10281,3801,1481,4554,10262,3775,20562,7602
10281,3801,1481,4554,10262,3775,20562,7602
10281,3801,1481,4554,10179,3709,20459,7545
10229,3772,1331,774,10179,3709,20459,7545
10229,3772,1331,774,10179,3709,20459,7545
10229,3772,1331,774,10179,3709,20169,7249
10084,3624,907,1407,10153,3677,20169,7249
10084,3624,907,1407,10153,3677,20169,7249
10084,3624,907,1407,10153,3677,20169,7249
10097,3651,1107,2954,10181,3728,20194,7302
10097,3651,1107,2954,10181,3728,20194,7302
10097,3651,1107,2954,10181,3728,20194,7302
10097,3836,1551,5537,10254,3752,20672,7672
10336,3836,1551,5537,10254,3752,20672,7672
10336,3836,1551,5537,10254,3752,20672,7672
10336,3836,1551,2751,10166,3690,20235,7321
10117,3660,1046,2751,10166,3690,20235,7321
10117,3660,1046,2751,10166,3690,20235,7321
10117,3660,1046,2751,10166,3645,20440,7583
10220,3791,1506,3118,10059,3645,20440,7583
10220,3791,1506,3118,10059,3645,20440,7583
10220,3791,1506,3118,10059,3645,20440,7057
9878,3528,924,980,10019,3667,19757,7057
9878,3528,924,980,10019,3667,19757,7057
9878,3528,924,980,10019,3667,19757,7057
9834,3563,1118,1515,9827,3551,19669,7127
9834,3563,1118,1515,9827,3551,19669,7127
9834,3563,1118,1515,9827,3551,19669,7127
9834,3563,994,955,9744,3525,19387,6985
9693,3492,994,955,9744,3525,19387,6985
9693,3492,994,955,9744,3525,19387,6985
9693,3492,994,955,9665,3522,19245,6981
9622,3490,1173,2572,9665,3522,19245,6981
9622,3490,1173,2572,9665,3522,19245,6981
9622,3490,1173,2572,9665,3522,19191,6968
9595,3484,1193,3607,9527,3414,19191,6968
9595,3484,1193,3607,9527,3414,19191,6968
9595,3484,1193,3607,9527,3414,19191,6968
9539,3474,1246,3219,9479,3407,19078,6949
9539,3474,1246,3219,9479,3407,19078,6949
9539,3474,1246,3219,9479,3407,19078,6949
9539,3599,1446,3447,9600,3500,19414,7199
9707,3599,1446,3447,9600,3500,19414,7199
9707,3599,1446,3447,9600,3500,19414,7199
9707,3599,1446,4714,9625,3511,19398,7210
9699,3605,1502,4714,9625,3511,19398,7210
9699,3605,1502,4714,9625,3511,19398,7210
9699,3605,1502,4714,9625,3555,19088,6920
9544,3460,1121,602,9682,3555,19088,6920
9544,3460,1121,602,9682,3555,19088,6920
9544,3460,1121,602,9682,3555,19088,7039
9655,3519,1047,1437,9592,3444,19311,7039
9655,3519,1047,1437,9592,3444,19311,7039
9655,3519,1047,1437,9592,3444,19311,7039
9747,3604,1438,5228,9662,3502,19495,7208
9747,3604,1438,5228,9662,3502,19495,7208
9747,3604,1438,5228,9662,3502,19495,7208
9747,3604,1679,7242,9977,3763,19852,7416
9926,3708,1679,7242,9977,3763,19852,7416
9926,3708,1679,7242,9977,3763,19852,7416
9926,3708,1679,7242,9914,3680,19499,7087
9749,3543,1017,805,9914,3680,19499,7087
9749,3543,1017,805,9914,3680,19499,7087
9749,3543,1017,805,9914,3680,19596,7148
9798,3574,1213,3687,9782,3536,19596,7148
9798,3574,1213,3687,9782,3536,19596,7148
9798,3574,1213,3687,9782,3536,19596,7148
9916,3663,1352,3619,9939,3661,19832,7327
9916,3663,1352,3619,9939,3661,19832,7327
9916,3663,1352,3619,9939,3661,19832,7327
9916,3585,1147,1853,9965,3672,19739,7171
9869,3585,1147,1853,9965,3672,19739,7171
9869,3585,1147,1853,9965,3672,19739,7171
9869,3585,1147,5541,10066,3732,20264,7616
10132,3808,1799,5541,10066,3732,20264,7616
10132,3808,1799,5541,10066,3732,20264,7616
10132,3808,1799,5541,10066,3684,19830,7248
9915,3624,1237,3905,10014,3684,19830,7248
9915,3624,1237,3905,10014,3684,19830,7248
9915,3624,1237,3905,10014,3684,19830,7186
9912,3593,1088,2539,10051,3693,19824,7186
9912,3593,1088,2539,10051,3693,19824,7186
9912,3593,1088,2539,10051,3693,19824,7186
9905,3592,1171,2490,9924,3601,19811,7185
9905,3592,1171,2490,9924,3601,19811,7185
9905,3592,1171,2490,9924,3601,19811,7185
9905,3592,2007,10084,10040,3684,20538,7780
10269,3890,2007,10084,10040,3684,20538,7780
10269,3890,2007,10084,10040,3684,20538,7780
10269,3890,2007,10084,10039,3674,19980,7277
9990,3638,1155,1662,10039,3674,19980,7277
9990,3638,1155,1662,10039,3674,19980,7277
9990,3638,1155,1662,10039,3674,19920,7250
9960,3625,1095,1653,10032,3671,19920,7250
9960,3625,1095,1653,10032,3671,19920,7250
9960,3625,1095,1653,10032,3671,19920,7250
9991,3630,1264,2661,10176,3797,19983,7260
9991,3630,1264,2661,10176,3797,19983,7260
9991,3630,1264,2661,10176,3797,19983,7260
9991,3679,1389,5882,9952,3602,20066,7359
10033,3679,1389,5882,9952,3602,20066,7359
10033,3679,1389,5882,9952,3602,20066,7359
10033,3679,1389,5506,10054,3650,20254,7464
10127,3732,1453,5506,10054,3650,20254,7464
10127,3732,1453,5506,10054,3650,20254,7464
10127,3732,1453,5506,10054,3677,20182,7403
10091,3701,1331,3135,10069,3677,20182,7403
10091,3701,1331,3135,10069,3677,20182,7403
10091,3701,1331,3135,10069,3677,20182,7444
10120,3722,1390,1843,10073,3671,20241,7444
10120,3722,1390,1843,10073,3671,20241,7444
10120,3722,1390,1843,10073,3671,20241,7444
10045,3656,1259,1821,10159,3736,20090,7313
10045,3656,1259,1821,10159,3736,20090,7313
10045,3656,1259,1821,10159,3736,20090,7313
10045,3656,1250,3756,10247,3819,20215,7403
10107,3701,1250,3756,10247,3819,20215,7403
10107,3701,1250,3756,10247,3819,20215,7403
10107,3701,1250,3756,10118,3682,20367,7492
10183,3746,1402,4766,10118,3682,20367,7492
10183,3746,1402,4766,10118,3682,20367,7492
10183,3746,1402,4766,10118,3682,19976,7195
9988,3597,951,924,10250,3815,19976,7195
9988,3597,951,924,10250,3815,19976,7195
9988,3597,951,924,10250,3815,19976,7536
10208,3768,1519,4352,10302,3844,20416,7536
10208,3768,1519,4352,10302,3844,20416,7536
10208,3768,1519,4352,10302,3844,20416,7536
10208,3757,1491,2764,10095,3674,20343,7514
10171,3757,1491,2764,10095,3674,20343,7514
10171,3757,1491,2764,10095,3674,20343,7514
10171,3757,1491,637,10087,3634,20367,7454
10183,3727,1254,637,10087,3634,20367,7454
10183,3727,1254,637,10087,3634,20367,7454
10183,3727,1254,637,10087,3743,20227,7350
10113,3675,1062,2524,10196,3743,20227,7350
10113,3675,1062,2524,10196,3743,20227,7350
10113,3675,1062,2524,10196,3743,20227,7516
10198,3758,1404,954,10150,3697,20397,7516
10198,3758,1404,954,10150,3697,20397,7516
10198,3758,1404,954,10150,3697,20397,7516
10227,3779,1437,3258,10287,3817,20455,7558
10227,3779,1437,3258,10287,3817,20455,7558
10227,3779,1437,3258,10287,3817,20455,7558
10227,3779,1071,1224,10225,3778,20178,7318
10089,3659,1071,1224,10225,3778,20178,7318
10089,3659,1071,1224,10225,3778,20178,7318
10089,3659,1071,1224,10252,3767,20461,7516
10230,3758,1354,2425,10252,3767,20461,7516
10230,3758,1354,2425,10252,3767,20461,7516
10230,3758,1354,2425,10252,3767,20505,7595
10252,3797,1469,2604,10275,3801,20505,7595
10252,3797,1469,2604,10275,3801,20505,7595
10252,3797,1469,2604,10275,3801,20505,7540
10235,3770,1283,1520,10193,3723,20470,7540
10235,3770,1283,1520,10193,3723,20470,7540
10235,3770,1283,1520,10193,3723,20470,7540
10235,3762,1401,4157,10265,3781,20450,7524
10225,3762,1401,4157,10265,3781,20450,7524
10225,3762,1401,4157,10265,3781,20450,7524
10225,3762,1401,2817,10197,3718,20437,7517
10218,3758,1254,2817,10197,3718,20437,7517
10218,3758,1254,2817,10197,3718,20437,7517
10218,3758,1254,2817,10197,3835,20440,7487
10220,3743,1199,644,10333,3835,20440,7487
10220,3743,1199,644,10333,3835,20440,7487
10220,3743,1199,644,10333,3835,20440,7380
10145,3690,1141,3523,10268,3798,20291,7380
10145,3690,1141,3523,10268,3798,20291,7380
10145,3690,1141,3523,10268,3798,20291,7380
10307,3825,1496,849,10180,3694,20614,7650
10307,3825,1496,849,10180,3694,20614,7650
10307,3825,1496,849,10180,3694,20614,7650
10307,3825,1505,4814,10194,3727,20539,7626
10269,3813,1505,4814,10194,3727,20539,7626
10269,3813,1505,4814,10194,3727,20539,7626
10269,3813,1505,4814,10312,3826,20321,7369
10160,3684,1060,28,10312,3826,20321,7369
10160,3684,1060,28,10312,3826,20321,7369
10160,3684,1060,28,10312,3826,20232,7416
10116,3708,1240,1207,10094,3683,20232,7416
10116,3708,1240,1207,10094,3683,20232,7416
10116,3708,1240,1207,10094,3683,20232,7336
9979,3668,1448,3218,9954,3637,19959,7336
9979,3668,1448,3218,9954,3637,19959,7336
9979,3668,1448,3218,9954,3637,19959,7336
9979,3585,1318,4723,9904,3650,19675,7170
9837,3585,1318,4723,9904,3650,19675,7170
9837,3585,1318,4723,9904,3650,19675,7170
9837,3585,1318,3748,9765,3598,19343,7035
9671,3517,1205,3748,9765,3598,19343,7035
9671,3517,1205,3748,9765,3598,19343,7035
9671,3517,1205,3748,9765,3558,19334,7065
9667,3532,1303,2474,9701,3558,19334,7065
9667,3532,1303,2474,9701,3558,19334,7065
9667,3532,1303,2474,9701,3558,19376,7196
9688,3598,1546,5139,9633,3529,19376,7196
9688,3598,1546,5139,9633,3529,19376,7196
9688,3598,1546,5139,9633,3529,19376,7196
9673,3588,1449,2758,9629,3544,19347,7176
9673,3588,1449,2758,9629,3544,19347,7176
9673,3588,1449,2758,9629,3544,19347,7176
9673,3588,1744,6444,9509,3424,19480,7317
9740,3658,1744,6444,9509,3424,19480,7317
9740,3658,1744,6444,9509,3424,19480,7317
9740,3658,1744,6444,9636,3542,19087,6906
9543,3453,1004,2314,9636,3542,19087,6906
9543,3453,1004,2314,9636,3542,19087,6906
9543,3453,1004,2314,9636,3542,19049,6866
9524,3433,997,677,9625,3513,19049,6866
9524,3433,997,677,9625,3513,19049,6866
9524,3433,997,677,9625,3513,19049,7355
9795,3677,1723,4889,9802,3671,19590,7355
9795,3677,1723,4889,9802,3671,19590,7355
9795,3677,1723,4889,9802,3671,19590,7355
9795,3576,1376,4610,9752,3586,19463,7152
9731,3576,1376,4610,9752,3586,19463,7152
9731,3576,1376,4610,9752,3586,19463,7152
9731,3576,1376,484,9742,3585,19269,6992
9634,3496,1147,484,9742,3585,19269,6992
9634,3496,1147,484,9742,3585,19269,6992
9634,3496,1147,484,9742,3672,19851,7400
9925,3700,1652,6451,9917,3672,19851,7400
9925,3700,1652,6451,9917,3672,19851,7400
9925,3700,1652,6451,9917,3672,19754,7297
9877,3648,1466,2999,10016,3758,19754,7297
9877,3648,1466,2999,10016,3758,19754,7297
9877,3648,1466,2999,10016,3758,19754,7297
9836,3599,1310,2247,9847,3595,19672,7199
9836,3599,1310,2247,9847,3595,19672,7199
9836,3599,1310,2247,9847,3595,19672,7199
9836,3599,1535,5942,9829,3553,19887,7340
9943,3670,1535,5942,9829,3553,19887,7340
9943,3670,1535,5942,9829,3553,19887,7340
9943,3670,1535,5942,9845,3570,19660,7118
9830,3559,1166,2437,9845,3570,19660,7118
9830,3559,1166,2437,9845,3570,19660,7118
9830,3559,1166,2437,9845,3570,19913,7284
9956,3642,1345,3863,9959,3650,19913,7284
9956,3642,1345,3863,9959,3650,19913,7284
9956,3642,1345,3863,9959,3650,19913,7291
9946,3645,1381,3226,10024,3708,19892,7291
9946,3645,1381,3226,10024,3708,19892,7291
9946,3645,1381,3226,10024,3708,19892,7291
9946,3715,1512,3884,9885,3563,20058,7430
10029,3715,1512,3884,9885,3563,20058,7430
10029,3715,1512,3884,9885,3563,20058,7430
10029,3715,1512,2347,9906,3583,19795,7193
9897,3596,1160,2347,9906,3583,19795,7193
9897,3596,1160,2347,9906,3583,19795,7193
9897,3596,1160,2347,9906,3559,20421,7705
10210,3852,1953,6946,9896,3559,20421,7705
10210,3852,1953,6946,9896,3559,20421,7705
10210,3852,1953,6946,9896,3559,20006,7308
10003,3654,1253,2286,10086,3724,20006,7308
10003,3654,1253,2286,10086,3724,20006,7308
10003,3654,1253,2286,10086,3724,20006,7308
9966,3644,1232,903,9831,3492,19933,7289
9966,3644,1232,903,9831,3492,19933,7289
9966,3644,1232,903,9831,3492,19933,7289
9966,3644,1398,2555,10072,3695,20095,7366
10047,3683,1398,2555,10072,3695,20095,7366
10047,3683,1398,2555,10072,3695,20095,7366
10047,3683,1398,1107,10070,3718,19686,6992
9843,3496,960,1107,10070,3718,19686,6992
9843,3496,960,1107,10070,3718,19686,6992
9843,3496,960,1107,10070,3718,20020,7246
10010,3623,1096,1278,10071,3681,20020,7246
10010,3623,1096,1278,10071,3681,20020,7246
10010,3623,1096,1278,10071,3681,20020,7260
9996,3630,1159,1485,10006,3617,19993,7260
9996,3630,1159,1485,10006,3617,19993,7260
9996,3630,1159,1485,10006,3617,19993,7260
9996,3832,1816,5137,9967,3584,20432,7665
10216,3832,1816,5137,9967,3584,20432,7665
10216,3832,1816,5137,9967,3584,20432,7665
10216,3832,1816,2486,10274,3865,20160,7385
10080,3692,1331,2486,10274,3865,20160,7385
10080,3692,1331,2486,10274,3865,20160,7385
10080,3692,1331,2486,10274,3673,20410,7582
10205,3791,1650,3565,10071,3673,20410,7582
10205,3791,1650,3565,10071,3673,20410,7582
10205,3791,1650,3565,10071,3673,20355,7525
10177,3762,1427,3622,10166,3737,20355,7525
10177,3762,1427,3622,10166,3737,20355,7525
10177,3762,1427,3622,10166,3737,20355,7525
10125,3707,1445,1930,10131,3702,20251,7415
10125,3707,1445,1930,10131,3702,20251,7415
10125,3707,1445,1930,10131,3702,20251,7415
10125,3707,1547,5329,10215,3772,20374,7541
10187,3770,1547,5329,10215,3772,20374,7541
10187,3770,1547,5329,10215,3772,20374,7541
10187,3770,1547,1925,10108,3687,20210,7404
